subject	predicate	object
movie82702	ex:featuresStrongCastPair	castPair427
movie82702	ex:featuresStrongCastPair	castPair425
movie82702	ex:featuresStrongCastPair	castPair388
movie82702	ex:featuresStrongCastPair	castPair386
movie82702	ex:featuresStrongCastPair	castPair390
movie82702	ex:featuresStrongCastPair	castPair389
movie82702	ex:featuresStrongCastPair	castPair387
movie82702	ex:featuresStrongCastPair	castPair583
movie82702	ex:featuresStrongCastPair	castPair545
movie82702	ex:featuresStrongCastPair	castPair547
movie82702	ex:featuresStrongCastPair	castPair546
movie953	ex:featuresStrongCastPair	castPair634
movie953	ex:featuresStrongCastPair	castPair445
movie953	ex:featuresStrongCastPair	castPair446
movie953	ex:featuresStrongCastPair	castPair444
movie953	ex:featuresStrongCastPair	castPair443
movie953	ex:featuresStrongCastPair	castPair442
movie953	ex:featuresStrongCastPair	castPair232
movie953	ex:featuresStrongCastPair	castPair228
movie953	ex:featuresStrongCastPair	castPair233
movie953	ex:featuresStrongCastPair	castPair231
movie953	ex:featuresStrongCastPair	castPair230
movie953	ex:featuresStrongCastPair	castPair229
movie953	ex:featuresStrongCastPair	castPair617
movie953	ex:featuresStrongCastPair	castPair618
movie953	ex:featuresStrongCastPair	castPair593
movie953	ex:featuresStrongCastPair	castPair594
movie953	ex:featuresStrongCastPair	castPair592
movie953	ex:featuresStrongCastPair	castPair459
movie953	ex:featuresStrongCastPair	castPair460
movie953	ex:featuresStrongCastPair	castPair458
movie953	ex:featuresStrongCastPair	castPair457
movie15060	ex:featuresStrongCastPair	castPair417
movie15060	ex:featuresStrongCastPair	castPair420
movie15060	ex:featuresStrongCastPair	castPair419
movie15060	ex:featuresStrongCastPair	castPair418
movie15060	ex:featuresStrongCastPair	castPair342
movie15060	ex:featuresStrongCastPair	castPair343
movie15060	ex:featuresStrongCastPair	castPair346
movie15060	ex:featuresStrongCastPair	castPair345
movie15060	ex:featuresStrongCastPair	castPair344
movie15060	ex:featuresStrongCastPair	castPair479
movie15060	ex:featuresStrongCastPair	castPair478
movie15060	ex:featuresStrongCastPair	castPair477
movie15060	ex:featuresStrongCastPair	castPair498
movie15060	ex:featuresStrongCastPair	castPair482
movie15060	ex:featuresStrongCastPair	castPair481
movie15060	ex:featuresStrongCastPair	castPair252
movie15060	ex:featuresStrongCastPair	castPair251
movie15060	ex:featuresStrongCastPair	castPair253
movie15060	ex:featuresStrongCastPair	castPair256
movie15060	ex:featuresStrongCastPair	castPair255
movie15060	ex:featuresStrongCastPair	castPair254
movie13253	ex:featuresStrongCastPair	castPair417
movie13253	ex:featuresStrongCastPair	castPair420
movie13253	ex:featuresStrongCastPair	castPair419
movie13253	ex:featuresStrongCastPair	castPair418
movie13253	ex:featuresStrongCastPair	castPair421
movie13253	ex:featuresStrongCastPair	castPair342
movie13253	ex:featuresStrongCastPair	castPair343
movie13253	ex:featuresStrongCastPair	castPair346
movie13253	ex:featuresStrongCastPair	castPair345
movie13253	ex:featuresStrongCastPair	castPair344
movie13253	ex:featuresStrongCastPair	castPair347
movie13253	ex:featuresStrongCastPair	castPair479
movie13253	ex:featuresStrongCastPair	castPair478
movie13253	ex:featuresStrongCastPair	castPair477
movie13253	ex:featuresStrongCastPair	castPair480
movie13253	ex:featuresStrongCastPair	castPair514
movie13253	ex:featuresStrongCastPair	castPair498
movie13253	ex:featuresStrongCastPair	castPair499
movie13253	ex:featuresStrongCastPair	castPair482
movie13253	ex:featuresStrongCastPair	castPair481
movie13253	ex:featuresStrongCastPair	castPair483
movie13253	ex:featuresStrongCastPair	castPair252
movie13253	ex:featuresStrongCastPair	castPair251
movie13253	ex:featuresStrongCastPair	castPair253
movie13253	ex:featuresStrongCastPair	castPair256
movie13253	ex:featuresStrongCastPair	castPair255
movie13253	ex:featuresStrongCastPair	castPair254
movie13253	ex:featuresStrongCastPair	castPair257
movie393	ex:featuresStrongCastPair	castPair214
movie393	ex:featuresStrongCastPair	castPair218
movie393	ex:featuresStrongCastPair	castPair215
movie393	ex:featuresStrongCastPair	castPair216
movie393	ex:featuresStrongCastPair	castPair217
movie393	ex:featuresStrongCastPair	castPair227
movie393	ex:featuresStrongCastPair	castPair224
movie393	ex:featuresStrongCastPair	castPair225
movie393	ex:featuresStrongCastPair	castPair226
movie393	ex:featuresStrongCastPair	castPair243
movie393	ex:featuresStrongCastPair	castPair241
movie393	ex:featuresStrongCastPair	castPair242
movie393	ex:featuresStrongCastPair	castPair424
movie393	ex:featuresStrongCastPair	castPair423
movie393	ex:featuresStrongCastPair	castPair439
movie12889	ex:featuresStrongCastPair	castPair417
movie12889	ex:featuresStrongCastPair	castPair418
movie12889	ex:featuresStrongCastPair	castPair420
movie12889	ex:featuresStrongCastPair	castPair419
movie12889	ex:featuresStrongCastPair	castPair421
movie12889	ex:featuresStrongCastPair	castPair342
movie12889	ex:featuresStrongCastPair	castPair343
movie12889	ex:featuresStrongCastPair	castPair344
movie12889	ex:featuresStrongCastPair	castPair346
movie12889	ex:featuresStrongCastPair	castPair345
movie12889	ex:featuresStrongCastPair	castPair347
movie12889	ex:featuresStrongCastPair	castPair477
movie12889	ex:featuresStrongCastPair	castPair479
movie12889	ex:featuresStrongCastPair	castPair478
movie12889	ex:featuresStrongCastPair	castPair480
movie12889	ex:featuresStrongCastPair	castPair482
movie12889	ex:featuresStrongCastPair	castPair481
movie12889	ex:featuresStrongCastPair	castPair483
movie12889	ex:featuresStrongCastPair	castPair252
movie12889	ex:featuresStrongCastPair	castPair251
movie12889	ex:featuresStrongCastPair	castPair253
movie12889	ex:featuresStrongCastPair	castPair254
movie12889	ex:featuresStrongCastPair	castPair256
movie12889	ex:featuresStrongCastPair	castPair255
movie12889	ex:featuresStrongCastPair	castPair257
movie12889	ex:featuresStrongCastPair	castPair514
movie12889	ex:featuresStrongCastPair	castPair498
movie12889	ex:featuresStrongCastPair	castPair499
movie7249	ex:featuresStrongCastPair	castPair417
movie7249	ex:featuresStrongCastPair	castPair418
movie7249	ex:featuresStrongCastPair	castPair420
movie7249	ex:featuresStrongCastPair	castPair419
movie7249	ex:featuresStrongCastPair	castPair421
movie7249	ex:featuresStrongCastPair	castPair342
movie7249	ex:featuresStrongCastPair	castPair343
movie7249	ex:featuresStrongCastPair	castPair344
movie7249	ex:featuresStrongCastPair	castPair346
movie7249	ex:featuresStrongCastPair	castPair345
movie7249	ex:featuresStrongCastPair	castPair347
movie7249	ex:featuresStrongCastPair	castPair477
movie7249	ex:featuresStrongCastPair	castPair479
movie7249	ex:featuresStrongCastPair	castPair478
movie7249	ex:featuresStrongCastPair	castPair480
movie7249	ex:featuresStrongCastPair	castPair482
movie7249	ex:featuresStrongCastPair	castPair481
