candidate_id,candidate_title,year,cos,meta,final,seed,comp_genres,comp_keywords,comp_cast,comp_director,comp_runtime,comp_language,comp_popularity,comp_vote,name_norm,year_str,genre_list,director_list,watchlist_priority,genre_boost,director_boost,genre_penalty,director_penalty,score
268357,The Penguins of Madagascar: New to the Zoo,2010.0,0.0,0.4851,0.194,Penguins of Madagascar,1.0,0.2143,0.125,0.0,1.0,1.0,0.6621,0.6827,the penguins of madagascar: new to the zoo,2010,[],[],False,False,False,False,False,0
289401,Saturday Night Live: The Best of Will Ferrell,2002.0,0.0,0.4856,0.1942,Hannah Gadsby: Nanette,1.0,0.2,0.0,0.0,0.995,1.0,0.9921,0.925,saturday night live: the best of will ferrell,2002,[],[],False,False,False,False,False,0
9513,Garfield: A Tail of Two Kitties,2006.0,0.0,0.4854,0.1942,Alvin and the Chipmunks,0.5,0.069,0.0526,1.0,0.8825,1.0,0.894,0.945,garfield: a tail of two kitties,2006,[],[],False,False,False,False,False,0
10534,White Squall,1996.0,0.0,0.4867,0.1947,The Martian,0.6667,0.0312,0.0,1.0,0.9231,1.0,0.7027,0.6502,white squall,1996,[],[],False,False,False,False,False,0
1027159,LUPIN THE 3rd vs. CAT'S EYE,2023.0,0.0,0.4892,0.1957,Godzilla: The Planet Eater,0.5,0.1111,0.0,1.0,0.9994,1.0,0.9699,0.8702,lupin the 3rd vs. cat's eye,2023,[],[],False,False,False,False,False,0
289213,Reel Rock 6,2011.0,0.0,0.4978,0.1991,Free Solo,1.0,0.2308,0.0476,0.0,0.995,1.0,0.9973,0.85,reel rock 6,2011,[],[],False,False,False,False,False,0
19403,The Mechanic,1972.0,0.0616,0.4414,0.2136,John Wick,1.0,0.0556,0.0,0.0,0.9978,1.0,0.8085,0.8,the mechanic,1972,[],[],False,False,False,False,False,0
1192034,Niels Hausgaard: Live med mer,1999.0,0.0,0.4992,0.1997,Hannah Gadsby: Douglas,1.0,1.0,0.0,0.0,0.0,0.0,0.9841,0.0,niels hausgaard: live med mer,1999,[],[],False,False,False,False,False,0
268527,Lenette van Dongen: Nikè,2008.0,0.0,0.4994,0.1998,Hannah Gadsby: Douglas,1.0,1.0,0.0,0.0,0.0,0.0,0.9882,0.0,lenette van dongen: nikè,2008,[],[],False,False,False,False,False,0
1192123,Afonso Padilha: Nada Planejado,2023.0,0.0,0.4995,0.1998,Hannah Gadsby: Douglas,1.0,1.0,0.0,0.0,0.0,0.0,0.9899,0.0,afonso padilha: nada planejado,2023,[],[],False,False,False,False,False,0
621301,Rayen Panday: Drie keer Rayen,2014.0,0.0,0.4999,0.2,Hannah Gadsby: Douglas,1.0,1.0,0.0,0.0,0.0,0.0,0.998,0.0,rayen panday: drie keer rayen,2014,[],[],False,False,False,False,False,0
29968,Nothing in Common,1986.0,0.0,0.5005,0.2002,Pretty Woman,0.6667,0.0,0.0526,1.0,0.9978,1.0,0.8841,0.585,nothing in common,1986,[],[],False,False,False,False,False,0
10539,James and the Giant Peach,1996.0,0.0,0.5081,0.2033,Coraline,0.75,0.0769,0.0,1.0,0.7827,1.0,0.6462,0.676,james and the giant peach,1996,[],[],False,False,False,False,False,0
19398,Simon,2004.0,0.0465,0.4419,0.2046,Trio,1.0,0.0,0.0,0.0,0.9651,1.0,0.9716,0.901,simon,2004,[],[],False,False,False,False,False,0
75,Mars Attacks!,1996.0,0.0,0.5156,0.2062,Dark Shadows,0.6667,0.0294,0.0,1.0,0.9731,1.0,0.9678,0.9195,mars attacks!,1996,[],[],False,False,False,False,False,0
326359,Frozen Fever,2015.0,0.0,0.5293,0.2117,Frozen,0.6,0.1765,0.3333,1.0,0.0074,1.0,0.6422,0.8962,frozen fever,2015,[],[],False,False,False,False,False,0
1379520,Rule Breakers,2025.0,0.0,0.4555,0.1822,The Straight Story,1.0,0.05,0.0,0.0,0.9651,1.0,0.9761,0.9697,rule breakers,2025,[],[],False,False,False,False,False,0
