candidate_id,candidate_title,year,cos,meta,final,seed,comp_genres,comp_keywords,comp_cast,comp_director,comp_runtime,comp_language,comp_popularity,comp_vote,name_norm,year_str,genre_list,director_list,watchlist_priority,genre_boost,director_boost,genre_penalty,director_penalty,score,cos_norm,final_norm,s_gnn,s_gnn_norm,ensemble_0.2,ensemble_0.4,ensemble_0.6,ensemble_0.8,test_relevant
9366,Donnie Brasco,1997.0,0.0,0.4477,0.1791,Inside Man,1.0,0.0278,0.0,0.0,0.9978,1.0,0.8796,0.965,donnie brasco,1997.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
1538,Collateral,2004.0,0.0,0.4498,0.1799,Inside Man,1.0,0.0217,0.0,0.0,0.956,1.0,0.9936,0.959,collateral,2004.0,[],[],False,False,False,False,False,0,0.0,0.02836879332025538,-14.135814666748047,0.0,0.022695034656204306,0.017021275992153227,0.011347517328102153,0.005673758664051075,False
1429,25th Hour,2002.0,0.0,0.5183,0.2073,Inside Man,0.6667,0.0244,0.0256,1.0,0.9802,1.0,0.8701,0.9817,25th hour,2002.0,[],[],False,False,False,False,False,0,0.0,0.9999999645390084,-14.135814666748047,0.0,0.7999999716312067,0.599999978723405,0.39999998581560336,0.19999999290780163,False
968,Dog Day Afternoon,1975.0,0.0,0.4682,0.1873,Inside Man,1.0,0.1562,0.0,0.0,0.9912,1.0,0.8602,0.8873,dog day afternoon,1975.0,[],[],False,False,False,False,False,0,0.0,0.2907801315326189,-14.135814666748047,0.0,0.2326241052260951,0.17446807891957133,0.11631205261304756,0.058156026306523764,False
9378,Thir13en Ghosts,2001.0,0.0,0.4516,0.1806,Insidious: Chapter 2,1.0,0.0714,0.0,0.0,0.8825,1.0,0.9651,0.8978,thir13en ghosts,2001.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
9358,Final Destination 2,2003.0,0.0,0.4488,0.1795,It Follows,1.0,0.037,0.0,0.0,0.935,1.0,0.9654,0.9277,final destination 2,2003.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
2566,Time to Leave,2005.0,0.0,0.4547,0.1819,It's Only the End of the World,1.0,0.125,0.0,0.0,0.7827,1.0,0.9868,0.8247,time to leave,2005.0,[],[],False,False,False,False,False,0,0.0,0.0,-15.094339370727539,0.0,0.0,0.0,0.0,0.0,False
22949,Old Dogs,2009.0,0.0,0.4574,0.183,Jack and Jill,1.0,0.1111,0.0,0.0,0.995,1.0,0.9973,0.7118,old dogs,2009.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
26181,Some Girls Do,1969.0,0.0,0.4511,0.1804,Johnny English,1.0,0.0476,0.0,0.0,0.9994,1.0,0.9279,0.9045,some girls do,1969.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
3592,One Million B.C.,1940.0,0.0,0.4641,0.1857,Journey to the Center of the Earth,1.0,0.2143,0.0,0.0,0.9731,1.0,0.9773,0.475,one million b.c.,1940.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
