candidate_id,candidate_title,year,cos,meta,final,seed,comp_genres,comp_keywords,comp_cast,comp_director,comp_runtime,comp_language,comp_popularity,comp_vote,tmdb_url,overview,genres,runtime,vote_average,poster_url,media_type,director,actors,characters,origin_country,original_language,popularity,production_companies,production_countries,spoken_languages,name_norm,year_str,genre_list,director_list,watchlist_priority,genre_boost,director_boost,genre_penalty,director_penalty,score,final_norm,s_gnn,s_gnn_norm,score_ensemble
879,Hook,1991.0,0.0,0.4737,0.1895,E.T. the Extra-Terrestrial,0.6,0.0,0.0,1.0,0.6869,1.0,0.9555,0.8313,https://www.themoviedb.org/movie/879,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.","['Adventure:https://www.themoviedb.org/genre/12', 'Fantasy:https://www.themoviedb.org/genre/14', 'Comedy:https://www.themoviedb.org/genre/35', 'Family:https://www.themoviedb.org/genre/10751']",141,6.839,https://image.tmdb.org/t/p/original/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg,movie,['Steven Spielberg:http://www.themoviedb.org/person/488'],"['Dustin Hoffman:http://www.themoviedb.org/person/4483', 'Robin Williams:http://www.themoviedb.org/person/2157', 'Julia Roberts:http://www.themoviedb.org/person/1204', 'Bob Hoskins:http://www.themoviedb.org/person/382', 'Maggie Smith:http://www.themoviedb.org/person/10978', 'Caroline Goodall:http://www.themoviedb.org/person/6692', 'Charlie Korsmo:http://www.themoviedb.org/person/13389', 'Amber Scott:http://www.themoviedb.org/person/13390', 'Laurel Cronin:http://www.themoviedb.org/person/199640', 'Phil Collins:http://www.themoviedb.org/person/110001']","['Captain Hook', 'Peter Banning / Peter Pan', 'Tinkerbell', 'Smee', 'Granny Wendy', 'Moira', 'Jack', 'Maggie', 'Liza', 'Inspector Good']",['US'],en,6.402,"['Amblin Entertainment:https://www.themoviedb.org/company/56:US', 'TriStar Pictures:https://www.themoviedb.org/company/559:US']",['United States of America:US'],['English:en'],hook,1991.0,"['Adventure', 'Fantasy', 'Comedy', 'Family']",['Steven Spielberg'],False,True,True,False,False,3,0.0,-14.48709774017334,0.0,0.0
9352,EuroTrip,2004.0,0.0,0.455,0.182,Easy A,1.0,0.04,0.0,0.0,0.9994,1.0,0.9924,0.9483,https://www.themoviedb.org/movie/9352,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",['Comedy:https://www.themoviedb.org/genre/35'],92,6.6,https://image.tmdb.org/t/p/original/iLdO4PwbZCCQSa9rchZMwuJm9xe.jpg,movie,['Jeff Schaffer:http://www.themoviedb.org/person/57405'],"['Scott Mechlowicz:http://www.themoviedb.org/person/41464', 'Jacob Pitts:http://www.themoviedb.org/person/54414', 'Michelle Trachtenberg:http://www.themoviedb.org/person/49961', 'Travis Wester:http://www.themoviedb.org/person/57404', 'Vinnie Jones:http://www.themoviedb.org/person/980', 'Lucy Lawless:http://www.themoviedb.org/person/20584', 'Jessica Boehrs:http://www.themoviedb.org/person/946090', 'Patrick Malahide:http://www.themoviedb.org/person/8979', 'Patrick Rapold:http://www.themoviedb.org/person/50175', 'Diedrich Bader:http://www.themoviedb.org/person/5727']","['Scott Thomas', 'Cooper Harris', 'Jenny', 'Jamie', 'Mad Maynard', 'Madame Vandersexxx', 'Mieke', 'Arthur Frommer', 'Christoph', 'Mugger']",['US'],en,4.7684,"['The Montecito Picture Company:https://www.themoviedb.org/company/2364:US', 'Blue Sea Productions:https://www.themoviedb.org/company/53012:', 'Mandel:https://www.themoviedb.org/company/219420:']","['United States of America:US', 'Canada:CA', 'Czech Republic:CZ']","['English:en', 'French:fr', 'Italian:it', 'Japanese:ja', 'German:de']",eurotrip,2004.0,['Comedy'],['Jeff Schaffer'],False,True,False,False,False,1,0.0,-14.48709774017334,0.0,0.0
2007,Lorenzo's Oil,1992.0,0.0,0.4543,0.1817,Erin Brockovich,1.0,0.0769,0.0,0.0,0.9912,1.0,0.8724,0.914,https://www.themoviedb.org/movie/2007,Augusto and Michaela Odone are dealt a cruel blow by fate when their five-year-old son Lorenzo is diagnosed with a rare and incurable disease. But the Odones' persistence and faith leads to an unorthodox cure which saves their boy and re-writes medical history.,['Drama:https://www.themoviedb.org/genre/18'],135,7.1,https://image.tmdb.org/t/p/original/suRf59zRu1h8Zq4Gxekn6UiLGaM.jpg,movie,['George Miller:http://www.themoviedb.org/person/20629'],"['Nick Nolte:http://www.themoviedb.org/person/1733', 'Susan Sarandon:http://www.themoviedb.org/person/4038', 'Peter Ustinov:http://www.themoviedb.org/person/14501', 'Ann Hearn:http://www.themoviedb.org/person/20631', 'Maduka Steady:http://www.themoviedb.org/person/20632', 'Aaron Jackson:http://www.themoviedb.org/person/20633', 'Laura Linney:http://www.themoviedb.org/person/350', 'Kathleen Wilhoite:http://www.themoviedb.org/person/42335', 'Gerry Bamman:http://www.themoviedb.org/person/11517', 'Margo Martindale:http://www.themoviedb.org/person/452']","['Augusto Odone', 'Michaela Odone', 'Professor Nikolais', 'Loretta Muscatine', 'Omuori', 'Francesco Odone', 'Young Teacher', 'Deirdre Murphy', 'Doctor Judalon', 'Wendy Gimble']","['AU', 'US']",en,2.8091,"['Universal Pictures:https://www.themoviedb.org/company/33:US', 'Kennedy Miller Productions:https://www.themoviedb.org/company/2537:AU']","['Australia:AU', 'United States of America:US']","['English:en', 'Italian:it', 'Swahili:sw']",lorenzo's oil,1992.0,['Drama'],['George Miller'],False,True,False,False,False,1,0.0,-14.48709774017334,0.0,0.0
28176,Tucker: The Man and His Dream,1988.0,0.0,0.4583,0.1833,Erin Brockovich,1.0,0.1667,0.0,0.0,0.8007,1.0,0.8777,0.8217,https://www.themoviedb.org/movie/28176,"Ypsilanti, Michigan, 1945. Engineer Preston Tucker dreams of designing the car of future, but his innovative envision will be repeatedly sabotaged by his own unrealistic expectations and the Detroit automobile industry tycoons.",['Drama:https://www.themoviedb.org/genre/18'],111,6.7,https://image.tmdb.org/t/p/original/uph7wz8WASLHwHyC5SYfQgqaoV7.jpg,movie,['Francis Ford Coppola:http://www.themoviedb.org/person/1776'],"['Jeff Bridges:http://www.themoviedb.org/person/1229', 'Joan Allen:http://www.themoviedb.org/person/11148', 'Martin Landau:http://www.themoviedb.org/person/2641', 'Frederic Forrest:http://www.themoviedb.org/person/8351', 'Mako:http://www.themoviedb.org/person/10134', 'Dean Stockwell:http://www.themoviedb.org/person/923', 'Christian Slater:http://www.themoviedb.org/person/2224', 'Nina Siemaszko:http://www.themoviedb.org/person/42133', 'Marshall Bell:http://www.themoviedb.org/person/3041', 'Peter Donat:http://www.themoviedb.org/person/14849']","['Preston Tucker', 'Vera', 'Abe', 'Eddie', 'Jimmy', 'Howard Hughes', 'Junior', 'Marilyn Lee', 'Frank', 'Kerner']",['US'],en,2.5384,"['Lucasfilm Ltd.:https://www.themoviedb.org/company/1:US', 'American Zoetrope:https://www.themoviedb.org/company/70:US']",['United States of America:US'],['English:en'],tucker: the man and his dream,1988.0,['Drama'],['Francis Ford Coppola'],False,True,False,False,False,1,0.9999993750003907,-14.48709774017334,0.0,0.3999997500001563
27996,Dr. Dolittle: Tail to the Chief,2008.0,0.0,0.4497,0.1799,Fat Albert,1.0,0.0,0.0256,0.0,0.9651,1.0,0.9759,0.95,https://www.themoviedb.org/movie/27996,"Maya Dolittle is back in a heartwarming adventure of presidential proportions! Maya's dream of going to vet school is put on hold when she gets a call from the president of the United States. It seems the First Dog is out of control, and the president needs Maya's help. It's up to Maya and her own dog, Lucky, to stop a canine catastrophe from becoming a national crisis!","['Comedy:https://www.themoviedb.org/genre/35', 'Family:https://www.themoviedb.org/genre/10751', 'Fantasy:https://www.themoviedb.org/genre/14']",85,5.3,https://image.tmdb.org/t/p/original/5eamhJLpdvTDNOwHuT9RmUKfpxF.jpg,movie,['Craig Shapiro:http://www.themoviedb.org/person/99362'],"['Kyla Pratt:http://www.themoviedb.org/person/31031', 'Peter Coyote:http://www.themoviedb.org/person/9979', 'Malcolm Stewart:http://www.themoviedb.org/person/27110', 'Niall Matter:http://www.themoviedb.org/person/1230713', 'Elise Gatien:http://www.themoviedb.org/person/208143', 'Karen Holness:http://www.themoviedb.org/person/80405', 'Christine Chatelain:http://www.themoviedb.org/person/153818', 'Kwesi Ameyaw:http://www.themoviedb.org/person/5354', 'Stephanie Belding:http://www.themoviedb.org/person/20180', 'Christopher Gaze:http://www.themoviedb.org/person/74367']","['Maya Dolittle', 'President Sterling', 'Chief Dorian', 'Cole Fletcher', 'Courtney Sterling', 'Lisa Dolittle', 'Selma', 'Prince Tharoor', 'Doris Park-Weaver', 'Academic #1']",['US'],en,0.9809,"['Davis Entertainment:https://www.themoviedb.org/company/1302:US', 'DD4C Productions:https://www.themoviedb.org/company/171983:']","['Canada:CA', 'United States of America:US']",['English:en'],dr. dolittle: tail to the chief,2008.0,"['Comedy', 'Family', 'Fantasy']",['Craig Shapiro'],False,True,False,False,False,1,0.0,-14.48709774017334,0.0,0.0
11797,Fright Night,1985.0,0.3051,0.46,0.3671,Fright Night,1.0,0.0769,0.0278,0.0,0.9994,1.0,0.9916,0.7908,https://www.themoviedb.org/movie/11797,"Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him.","['Comedy:https://www.themoviedb.org/genre/35', 'Horror:https://www.themoviedb.org/genre/27']",107,7.0,https://image.tmdb.org/t/p/original/euIh75MwNDrYkTEVSkw7VXWGXoE.jpg,movie,['Tom Holland:http://www.themoviedb.org/person/64796'],"['Chris Sarandon:http://www.themoviedb.org/person/14541', 'William Ragsdale:http://www.themoviedb.org/person/31467', 'Amanda Bearse:http://www.themoviedb.org/person/18981', 'Roddy McDowall:http://www.themoviedb.org/person/7505', 'Stephen Geoffreys:http://www.themoviedb.org/person/75020', 'Jonathan Stark:http://www.themoviedb.org/person/119941', 'Dorothy Fielding:http://www.themoviedb.org/person/51550', 'Art Evans:http://www.themoviedb.org/person/56183', 'Stewart Stern:http://www.themoviedb.org/person/2768', 'Nick Savage:http://www.themoviedb.org/person/995980']","['Jerry Dandrige', 'Charley Brewster', 'Amy Peterson', 'Peter Vincent', 'Evil Ed', 'Billy Cole', 'Judy Brewster', 'Detective Lennox', 'Cook', 'Bouncer #1']",['US'],en,3.6425,"['Columbia Pictures:https://www.themoviedb.org/company/5:US', 'Delphi IV Productions:https://www.themoviedb.org/company/7401:US', 'Vistar Films:https://www.themoviedb.org/company/7402:US']",['United States of America:US'],['English:en'],fright night,1985.0,"['Comedy', 'Horror']",['Tom Holland'],False,True,False,False,False,1,0.999999994612069,14.488332748413086,0.9999999999647085,0.9999999978236527
25133,Transylvania 6-5000,1985.0,0.0,0.4538,0.1815,Fright Night,1.0,0.1,0.0,0.0,0.9104,1.0,0.9911,0.775,https://www.themoviedb.org/movie/25133,"Two reporters travel to a strange castle in Transylvania to investigate the apparent reappearance of Frankenstein, and encounter the sensitive Wolfman, the Vampiress Odette and a whole cast of other weirdos.","['Comedy:https://www.themoviedb.org/genre/35', 'Horror:https://www.themoviedb.org/genre/27']",93,5.3,https://image.tmdb.org/t/p/original/5Avsb4cCfGdPrd6gt94EOG4pLgr.jpg,movie,['Rudy De Luca:http://www.themoviedb.org/person/67674'],"['Jeff Goldblum:http://www.themoviedb.org/person/4785', 'Joseph Bologna:http://www.themoviedb.org/person/46946', 'Ed Begley Jr.:http://www.themoviedb.org/person/42157', 'Carol Kane:http://www.themoviedb.org/person/10556', 'Jeffrey Jones:http://www.themoviedb.org/person/4004', 'John Byner:http://www.themoviedb.org/person/84400', 'Geena Davis:http://www.themoviedb.org/person/16935', 'Michael Richards:http://www.themoviedb.org/person/50807', 'Donald Gibb:http://www.themoviedb.org/person/70254', 'Norman Fell:http://www.themoviedb.org/person/14064']","['Jack Harrison', 'Dr. Malavaqua', 'Gil Turner', 'Lupi', 'Lepescu', 'Radu', 'Odette', 'Fejos', 'Wolfman', 'Mac Turner']",['US'],en,2.2932,"['Jadran Film:https://www.themoviedb.org/company/168:HR', 'Balcor Film Investors:https://www.themoviedb.org/company/2165:US', 'Dow Chemical Company:https://www.themoviedb.org/company/94027:US', 'New World Pictures:https://www.themoviedb.org/company/1950:US']","['United States of America:US', 'Yugoslavia:YU']",['English:en'],transylvania 6-5000,1985.0,"['Comedy', 'Horror']",['Rudy De Luca'],False,True,False,False,False,1,0.0,-13.847052574157715,0.0,0.0
12110,Dracula: Dead and Loving It,1995.0,0.0,0.4584,0.1833,Fright Night,1.0,0.0909,0.0,0.0,0.8353,1.0,0.9952,0.973,https://www.themoviedb.org/movie/12110,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.","['Comedy:https://www.themoviedb.org/genre/35', 'Horror:https://www.themoviedb.org/genre/27']",88,6.1,https://image.tmdb.org/t/p/original/fwdXQU3Dbs2CMHu8K87bAxlWV0t.jpg,movie,['Mel Brooks:http://www.themoviedb.org/person/14639'],"['Leslie Nielsen:http://www.themoviedb.org/person/7633', 'Mel Brooks:http://www.themoviedb.org/person/14639', 'Amy Yasbeck:http://www.themoviedb.org/person/1219', 'Peter MacNicol:http://www.themoviedb.org/person/12688', 'Lysette Anthony:http://www.themoviedb.org/person/12812', 'Harvey Korman:http://www.themoviedb.org/person/13640', 'Steven Weber:http://www.themoviedb.org/person/6106', 'Mark Blankfield:http://www.themoviedb.org/person/29709', 'Megan Cavanagh:http://www.themoviedb.org/person/53570', 'Gregg Binkley:http://www.themoviedb.org/person/170185']","['Count Dracula', 'Prof. Abraham Van Helsing', 'Mina Seward', 'Thomas Renfield', 'Lucy Westenra', 'Dr. Jack Seward', 'Jonathan Harker', 'Martin', 'Essie', 'Woodbridge']",['US'],en,3.8482,"['Castle Rock Entertainment:https://www.themoviedb.org/company/97:US', 'Brooksfilms:https://www.themoviedb.org/company/5612:US', 'Gaumont:https://www.themoviedb.org/company/9:FR']","['France:FR', 'United States of America:US']",['English:en'],dracula: dead and loving it,1995.0,"['Comedy', 'Horror']",['Mel Brooks'],False,True,False,False,False,1,0.009698275809815304,-13.847052574157715,0.0,0.003879310323926122
9431,Bordello of Blood,1996.0,0.0,0.4574,0.183,Fright Night,1.0,0.0769,0.0256,0.0,0.8183,1.0,0.9966,0.9225,https://www.themoviedb.org/movie/9431,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.","['Horror:https://www.themoviedb.org/genre/27', 'Comedy:https://www.themoviedb.org/genre/35']",87,5.9,https://image.tmdb.org/t/p/original/aKkUQ0Zd9TFlqfcMMHFKQBB15wZ.jpg,movie,['Gilbert Adler:http://www.themoviedb.org/person/10953'],"['Dennis Miller:http://www.themoviedb.org/person/18326', 'Erika Eleniak:http://www.themoviedb.org/person/23764', 'Angie Everhart:http://www.themoviedb.org/person/58312', 'Chris Sarandon:http://www.themoviedb.org/person/14541', 'Corey Feldman:http://www.themoviedb.org/person/3034', 'William Sadler:http://www.themoviedb.org/person/6573', 'Aubrey Morris:http://www.themoviedb.org/person/2278', 'Phil Fondacaro:http://www.themoviedb.org/person/12662', 'Kiara Hunter:http://www.themoviedb.org/person/172814', 'Leslie Ann Phillips:http://www.themoviedb.org/person/3513025']","['Rafe Guttman', 'Katherine Verdoux', 'Lillith', 'Reverend Current', 'Caleb Verdoux', 'Mummy', 'McCutcheon', 'Vincent Prather', 'Tamara', 'Patrice']",['US'],en,3.1857,"['Universal Pictures:https://www.themoviedb.org/company/33:US', 'Tales From The Crypt Holdings:https://www.themoviedb.org/company/69626:', 'Universal City Studios:https://www.themoviedb.org/company/69625:']",['United States of America:US'],"['English:en', 'Spanish:es']",bordello of blood,1996.0,"['Horror', 'Comedy']",['Gilbert Adler'],False,True,False,False,False,1,0.008081896508179445,-13.847052574157715,0.0,0.003232758603271778
25944,Blood for Dracula,1974.0,0.0,0.4567,0.1827,Fright Night,1.0,0.0667,0.0,0.0,0.995,1.0,0.9983,0.875,https://www.themoviedb.org/movie/25944,"Deathly ill Count Dracula and his slimy underling, Anton, travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore, who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario, who's suspicious of the aristocratic Dracula.","['Horror:https://www.themoviedb.org/genre/27', 'Comedy:https://www.themoviedb.org/genre/35']",103,5.7,https://image.tmdb.org/t/p/original/cLyCHzPT5kLBEPn4DMcqgNbjwke.jpg,movie,['Paul Morrissey:http://www.themoviedb.org/person/18627'],"['Udo Kier:http://www.themoviedb.org/person/1646', 'Joe Dallesandro:http://www.themoviedb.org/person/29915', 'Vittorio De Sica:http://www.themoviedb.org/person/12329', 'Maxime McKendry:http://www.themoviedb.org/person/1072822', 'Arno Jürging:http://www.themoviedb.org/person/29917', 'Milena Vukotić:http://www.themoviedb.org/person/44104', 'Dominique Darel:http://www.themoviedb.org/person/1010200', 'Stefania Casini:http://www.themoviedb.org/person/34043', 'Silvia Dionisio:http://www.themoviedb.org/person/99535', 'Roman Polanski:http://www.themoviedb.org/person/3556']","['Count Dracula', 'Mario Balato, the Servant', 'Marquis Di Fiore', 'Marquise Di Fiore', 'Anton', 'Esmeralda', 'Saphiria', 'Rubinia', 'Perla', 'Gambler']",['US'],en,3.1935,"['C. C. Champion:https://www.themoviedb.org/company/10000:IT', 'Andy Warhol Productions:https://www.themoviedb.org/company/10001:']","['France:FR', 'Italy:IT', 'United States of America:US']",['English:en'],blood for dracula,1974.0,"['Horror', 'Comedy']",['Paul Morrissey'],False,True,False,False,False,1,0.006465517206543586,-13.847052574157715,0.0,0.0025862068826174346
26177,Annie,1999.0,0.1048,0.3659,0.2092,Garfield,0.6667,0.0556,0.0256,0.0,0.946,1.0,0.89,0.8233,https://www.themoviedb.org/movie/26177,"Things seem pretty bad for a young girl living a ""hard-knock life"" in an orphanage. Fed up with the dastardly Miss Hannigan, Annie escapes the run-down orphanage determined to find her mom and dad. It's an adventure that takes her from the cold, mean streets of New York to the warm, comforting arms of bighearted billionaire Oliver Warbucks - with plenty of mischief and music in between.","['Music:https://www.themoviedb.org/genre/10402', 'Family:https://www.themoviedb.org/genre/10751', 'Comedy:https://www.themoviedb.org/genre/35']",90,6.4,https://image.tmdb.org/t/p/original/y0XWZC1A7PbWf1gwmvbvhY9uWM2.jpg,movie,['Rob Marshall:http://www.themoviedb.org/person/17633'],"['Alicia Morton:http://www.themoviedb.org/person/936846', 'Kathy Bates:http://www.themoviedb.org/person/8534', 'Victor Garber:http://www.themoviedb.org/person/8536', 'Alan Cumming:http://www.themoviedb.org/person/10697', 'Audra McDonald:http://www.themoviedb.org/person/187565', 'Kristin Chenoweth:http://www.themoviedb.org/person/52775', 'Erin Adams:http://www.themoviedb.org/person/1087707', 'Sarah Hyland:http://www.themoviedb.org/person/91351', 'Lalaine:http://www.themoviedb.org/person/125047', 'Nanea Miyata:http://www.themoviedb.org/person/1087708']","['Annie', 'Miss Agatha Hannigan', 'Oliver Warbucks', 'Daniel Francis ""Rooster"" Hannigan', 'Miss Grace Farrell', 'Lily St. Regis', 'Tessie', 'Molly', 'Kate', 'July']",['US'],en,2.9337,"['Storyline Entertainment:https://www.themoviedb.org/company/8797:US', 'Columbia TriStar Television:https://www.themoviedb.org/company/10471:US', 'Chris Montan Productions:https://www.themoviedb.org/company/10470:', 'Walt Disney Television:https://www.themoviedb.org/company/670:US']",['United States of America:US'],['English:en'],annie,1999.0,"['Music', 'Family', 'Comedy']",['Rob Marshall'],False,True,False,False,False,1,0.0,14.623222351074219,0.0,0.0
3146,The War of the Gargantuas,1966.0,0.0,0.5047,0.2019,Godzilla,0.5,0.1429,0.1111,1.0,0.9651,1.0,0.9372,0.6765,https://www.themoviedb.org/movie/3146,"Gaira, a humanoid sea beast spawned from the discarded cells of Frankenstein's monster, attacks the shores of Tokyo. While the Japanese military prepares to take action, Gaira's Gargantua brother, Sanda, descends from the mountains to defend his kin. A battle between good and evil ensues, leaving brothers divided and a city in ruins.","['Action:https://www.themoviedb.org/genre/28', 'Horror:https://www.themoviedb.org/genre/27', 'Science Fiction:https://www.themoviedb.org/genre/878']",88,6.4,https://image.tmdb.org/t/p/original/q8EH0y601mhYJmchoTRoo92Q0FS.jpg,movie,['Ishirō Honda:http://www.themoviedb.org/person/18598'],"['Kenji Sahara:http://www.themoviedb.org/person/18613', 'Kumi Mizuno:http://www.themoviedb.org/person/30564', 'Russ Tamblyn:http://www.themoviedb.org/person/6725', 'Jun Tazaki:http://www.themoviedb.org/person/30470', 'Kipp Hamilton:http://www.themoviedb.org/person/39555', 'Yoshibumi Tajima:http://www.themoviedb.org/person/30475', 'Nobuo Nakamura:http://www.themoviedb.org/person/30772', 'Hisaya Itō:http://www.themoviedb.org/person/30476', 'Nadao Kirino:http://www.themoviedb.org/person/235381', 'Ren Yamamoto:http://www.themoviedb.org/person/931393']","['Dr. Yuzo Mamiya', 'Akemi Togawa', 'Dr. Paul Stewart', 'General Hashimoto', 'Singer', 'Officer Hirai', 'Professor Kita', 'Chief Izumida', 'Lt. Col. Kazama', 'Saburo Kameda']",['JP'],ja,3.3826,"['TOHO:https://www.themoviedb.org/company/882:JP', 'Benedict Pictures Corp.:https://www.themoviedb.org/company/1333:US', 'United Productions of America:https://www.themoviedb.org/company/8409:US', 'Henry G. Saperstein Enterprises Inc.:https://www.themoviedb.org/company/1344:', 'Tokyo Laboratory:https://www.themoviedb.org/company/104646:JP']","['Japan:JP', 'United States of America:US']",['Japanese:ja'],the war of the gargantuas,1966.0,"['Action', 'Horror', 'Science Fiction']",['Ishirō Honda'],True,True,False,False,False,3,0.0,-120.31654357910156,0.0,0.0
9303,Bound,1996.0,0.0,0.4483,0.1793,Good Time,1.0,0.0,0.0,0.0,0.995,1.0,0.9724,0.9992,https://www.themoviedb.org/movie/9303,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her.","['Drama:https://www.themoviedb.org/genre/18', 'Thriller:https://www.themoviedb.org/genre/53', 'Crime:https://www.themoviedb.org/genre/80']",105,7.2,https://image.tmdb.org/t/p/original/nfXU25TsAUsLMTJ6oHlgxPUcUOF.jpg,movie,"['Lana Wachowski:http://www.themoviedb.org/person/9340', 'Lilly Wachowski:http://www.themoviedb.org/person/9339']","['Gina Gershon:http://www.themoviedb.org/person/11150', 'Jennifer Tilly:http://www.themoviedb.org/person/7906', 'Joe Pantoliano:http://www.themoviedb.org/person/532', 'John P. Ryan:http://www.themoviedb.org/person/15213', 'Christopher Meloni:http://www.themoviedb.org/person/22227', 'Richard C. Sarafian:http://www.themoviedb.org/person/21544', 'Barry Kivel:http://www.themoviedb.org/person/152345', 'Mary Mara:http://www.themoviedb.org/person/96554', 'Susie Bright:http://www.themoviedb.org/person/1429026', 'Margaret Smith:http://www.themoviedb.org/person/1218682']","['Corky', 'Violet', 'Caesar', 'Mickey Malnato', 'Johnnie Marzzone', 'Gino Marzzone', 'Shelly', 'Bartender', 'Jesse', 'Woman Cop']",['US'],en,5.6919,"['The De Laurentiis Company:https://www.themoviedb.org/company/10308:US', 'Summit Entertainment:https://www.themoviedb.org/company/491:US', 'Newmarket Capital Group:https://www.themoviedb.org/company/506:US']",['United States of America:US'],"['English:en', 'Italian:it']",bound,1996.0,"['Drama', 'Thriller', 'Crime']","['Lana Wachowski', 'Lilly Wachowski']",True,True,False,False,False,3,0.0,-14.48709774017334,0.0,0.0
2001,We Own the Night,2007.0,0.0,0.4559,0.1823,Good Time,1.0,0.0968,0.0,0.0,0.8674,1.0,0.9932,0.8695,https://www.themoviedb.org/movie/2001,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,"['Drama:https://www.themoviedb.org/genre/18', 'Crime:https://www.themoviedb.org/genre/80', 'Thriller:https://www.themoviedb.org/genre/53']",118,6.694,https://image.tmdb.org/t/p/original/rsKhSr3UNjG2DhVj2KPj0ARujez.jpg,movie,['James Gray:http://www.themoviedb.org/person/20561'],"['Joaquin Phoenix:http://www.themoviedb.org/person/73421', 'Mark Wahlberg:http://www.themoviedb.org/person/13240', 'Eva Mendes:http://www.themoviedb.org/person/8170', 'Robert Duvall:http://www.themoviedb.org/person/3087', 'Alex Veadov:http://www.themoviedb.org/person/20563', 'Paul Herman:http://www.themoviedb.org/person/58535', 'Antoni Corone:http://www.themoviedb.org/person/20562', 'Tony Musante:http://www.themoviedb.org/person/20564', 'Katie Condidorio:http://www.themoviedb.org/person/20566', 'Danny Hoch:http://www.themoviedb.org/person/124909']","[""Robert 'Bobby' Green"", ""Cpt. Joseph 'Joe' Grusinsky"", 'Amada Juarez', ""Dep. Chief Albert 'Burt' Grusinsky"", 'Vadim Nezhinski', 'Spiro Giavannis', 'Lt. Michael Solo', 'Cpt. Jack Shapiro', 'Hazel', ""Louis 'Jumbo' Falsetti""]",['US'],en,4.3215,"['2929 Productions:https://www.themoviedb.org/company/846:US', 'Nick Wechsler Productions:https://www.themoviedb.org/company/8073:US']",['United States of America:US'],"['English:en', 'Russian:ru']",we own the night,2007.0,"['Drama', 'Crime', 'Thriller']",['James Gray'],False,True,False,False,False,1,0.9999996666667778,-14.48709774017334,0.0,0.3999998666667111
9519,Chopper,2000.0,0.0,0.4493,0.1797,Good Time,1.0,0.0333,0.0,0.0,0.9651,1.0,0.9988,0.8892,https://www.themoviedb.org/movie/9519,"The true and infamous story of Australia's notorious criminal Mark 'Chopper' Read and his years of crime, interest in violence, drugs and prostitutes.","['Crime:https://www.themoviedb.org/genre/80', 'Drama:https://www.themoviedb.org/genre/18', 'Thriller:https://www.themoviedb.org/genre/53']",94,6.8,https://image.tmdb.org/t/p/original/hOdSDhWLgFKfqRf2kazY04iXtn6.jpg,movie,['Andrew Dominik:http://www.themoviedb.org/person/37618'],"['Eric Bana:http://www.themoviedb.org/person/8783', 'Vince Colosimo:http://www.themoviedb.org/person/77496', 'Simon Lyndon:http://www.themoviedb.org/person/57794', 'David Field:http://www.themoviedb.org/person/57795', 'Dan Wyllie:http://www.themoviedb.org/person/3062', 'Bill Young:http://www.themoviedb.org/person/57799', 'Kate Beahan:http://www.themoviedb.org/person/57278', 'Gary Waddell:http://www.themoviedb.org/person/110402', 'Renée Brack:http://www.themoviedb.org/person/1849686', 'Richard Sutherland:http://www.themoviedb.org/person/1485220']","[""Mark Brandon 'Chopper' Read"", 'Neville Bartos', 'Jimmy Loughnan', 'Keithy George', 'Bluey', 'Detective Downie', 'Tanya', 'Kevin Darcy', 'Television Interviewer', 'Prison Officer']",['AU'],en,3.4475,"['Pariah:https://www.themoviedb.org/company/1271:US', 'Mushroom Pictures:https://www.themoviedb.org/company/7337:AU', 'Australian Film Finance Corporation:https://www.themoviedb.org/company/1380:AU']","['Australia:AU', 'United States of America:US']",['English:en'],chopper,2000.0,"['Crime', 'Drama', 'Thriller']",['Andrew Dominik'],False,True,False,False,False,1,0.13333328888890741,-14.48709774017334,0.0,0.05333331555556297
